Time;Symbol;FloatingPnL;Magic;PnLPercent
2025.07.18 00:32;NZDUSD;-21.76;0;-0.22
2025.07.18 00:32;AUDUSD;-30.11;0;-0.30
2025.07.18 00:32;TOTAL;-51.87;-;-0.52
2025.07.18 00:33;NZDUSD;-21.76;0;-0.22
2025.07.18 00:33;AUDUSD;-37.11;0;-0.37
2025.07.18 00:33;TOTAL;-58.87;-;-0.59
2025.07.18 00:34;NZDUSD;-9.76;0;-0.10
2025.07.18 00:34;AUDUSD;-54.11;0;-0.54
2025.07.18 00:34;TOTAL;-63.87;-;-0.64
2025.07.18 00:35;NZDUSD;-4.76;0;-0.05
2025.07.18 00:35;AUDUSD;-51.11;0;-0.51
2025.07.18 00:35;TOTAL;-55.87;-;-0.56
2025.07.18 00:36;NZDUSD;-4.76;0;-0.05
2025.07.18 00:36;AUDUSD;-51.11;0;-0.51
2025.07.18 00:36;TOTAL;-55.87;-;-0.56
2025.07.18 00:37;NZDUSD;-4.76;0;-0.05
2025.07.18 00:37;AUDUSD;-54.11;0;-0.54
2025.07.18 00:37;TOTAL;-58.87;-;-0.59
2025.07.18 00:38;NZDUSD;-4.76;0;-0.05
2025.07.18 00:38;AUDUSD;-51.11;0;-0.51
2025.07.18 00:38;TOTAL;-55.87;-;-0.56
2025.07.18 00:39;NZDUSD;-4.76;0;-0.05
2025.07.18 00:39;AUDUSD;-42.11;0;-0.42
2025.07.18 00:39;TOTAL;-46.87;-;-0.47
2025.07.18 00:40;NZDUSD;-7.76;0;-0.08
2025.07.18 00:40;AUDUSD;-23.11;0;-0.23
2025.07.18 00:40;TOTAL;-30.87;-;-0.31
2025.07.18 00:41;NZDUSD;-5.76;0;-0.06
2025.07.18 00:41;AUDUSD;-24.11;0;-0.24
2025.07.18 00:41;TOTAL;-29.87;-;-0.30
2025.07.18 00:42;NZDUSD;-20.76;0;-0.21
2025.07.18 00:42;AUDUSD;-29.11;0;-0.29
2025.07.18 00:42;TOTAL;-49.87;-;-0.50
2025.07.18 00:43;NZDUSD;-21.76;0;-0.22
2025.07.18 00:43;AUDUSD;-29.11;0;-0.29
2025.07.18 00:43;TOTAL;-50.87;-;-0.51
2025.07.18 00:44;NZDUSD;-18.76;0;-0.19
2025.07.18 00:44;AUDUSD;-33.11;0;-0.33
2025.07.18 00:44;TOTAL;-51.87;-;-0.52
2025.07.18 00:45;NZDUSD;-20.76;0;-0.21
2025.07.18 00:45;AUDUSD;-27.11;0;-0.27
2025.07.18 00:45;TOTAL;-47.87;-;-0.48
2025.07.18 00:46;NZDUSD;-18.76;0;-0.19
2025.07.18 00:46;AUDUSD;-28.11;0;-0.28
2025.07.18 00:46;TOTAL;-46.87;-;-0.47
2025.07.18 00:47;NZDUSD;-17.76;0;-0.18
2025.07.18 00:47;AUDUSD;-29.11;0;-0.29
2025.07.18 00:47;TOTAL;-46.87;-;-0.47
2025.07.18 00:48;NZDUSD;-20.76;0;-0.21
2025.07.18 00:48;AUDUSD;-29.11;0;-0.29
2025.07.18 00:48;TOTAL;-49.87;-;-0.50
2025.07.18 00:49;NZDUSD;-21.76;0;-0.22
2025.07.18 00:49;AUDUSD;-30.11;0;-0.30
2025.07.18 00:49;TOTAL;-51.87;-;-0.52
2025.07.18 00:50;NZDUSD;-21.76;0;-0.22
2025.07.18 00:50;AUDUSD;-29.11;0;-0.29
2025.07.18 00:50;TOTAL;-50.87;-;-0.51
2025.07.18 00:51;NZDUSD;-21.76;0;-0.22
2025.07.18 00:51;AUDUSD;-29.11;0;-0.29
2025.07.18 00:51;TOTAL;-50.87;-;-0.51
2025.07.18 00:52;NZDUSD;-23.76;0;-0.24
2025.07.18 00:52;AUDUSD;-33.11;0;-0.33
2025.07.18 00:52;TOTAL;-56.87;-;-0.57
2025.07.18 00:53;NZDUSD;-21.76;0;-0.22
2025.07.18 00:53;AUDUSD;-36.11;0;-0.36
2025.07.18 00:53;TOTAL;-57.87;-;-0.58
2025.07.18 00:54;NZDUSD;-21.76;0;-0.22
2025.07.18 00:54;AUDUSD;-33.11;0;-0.33
2025.07.18 00:54;TOTAL;-54.87;-;-0.55
2025.07.18 00:55;NZDUSD;-21.76;0;-0.22
2025.07.18 00:55;AUDUSD;-30.11;0;-0.30
2025.07.18 00:55;TOTAL;-51.87;-;-0.52
2025.07.18 00:56;NZDUSD;-21.76;0;-0.22
2025.07.18 00:56;AUDUSD;-29.11;0;-0.29
2025.07.18 00:56;TOTAL;-50.87;-;-0.51
2025.07.18 00:57;NZDUSD;-21.76;0;-0.22
2025.07.18 00:57;AUDUSD;-27.11;0;-0.27
2025.07.18 00:57;TOTAL;-48.87;-;-0.49
2025.07.18 00:58;NZDUSD;-16.76;0;-0.17
2025.07.18 00:58;AUDUSD;-29.11;0;-0.29
2025.07.18 00:58;TOTAL;-45.87;-;-0.46
2025.07.18 00:59;NZDUSD;-16.76;0;-0.17
2025.07.18 00:59;AUDUSD;-32.11;0;-0.32
2025.07.18 00:59;TOTAL;-48.87;-;-0.49
2025.07.18 01:00;NZDUSD;0.24;0;0.00
2025.07.18 01:00;AUDUSD;-62.11;0;-0.62
2025.07.18 01:00;TOTAL;-61.87;-;-0.62
2025.07.18 01:01;NZDUSD;4.24;0;0.04
2025.07.18 01:01;AUDUSD;-50.11;0;-0.50
2025.07.18 01:01;TOTAL;-45.87;-;-0.46
2025.07.18 01:02;NZDUSD;13.24;0;0.13
2025.07.18 01:02;AUDUSD;-53.11;0;-0.53
2025.07.18 01:02;TOTAL;-39.87;-;-0.40
2025.07.18 01:03;NZDUSD;10.24;0;0.10
2025.07.18 01:03;AUDUSD;-46.11;0;-0.46
2025.07.18 01:03;TOTAL;-35.87;-;-0.36
2025.07.18 01:04;NZDUSD;12.24;0;0.12
2025.07.18 01:04;AUDUSD;-54.11;0;-0.54
2025.07.18 01:04;TOTAL;-41.87;-;-0.42
2025.07.18 01:05;NZDUSD;9.24;0;0.09
2025.07.18 01:05;AUDUSD;-53.11;0;-0.53
2025.07.18 01:05;TOTAL;-43.87;-;-0.44
2025.07.18 01:06;NZDUSD;9.24;0;0.09
2025.07.18 01:06;AUDUSD;-55.11;0;-0.55
2025.07.18 01:06;TOTAL;-45.87;-;-0.46
2025.07.18 01:07;NZDUSD;9.24;0;0.09
2025.07.18 01:07;AUDUSD;-54.11;0;-0.54
2025.07.18 01:07;TOTAL;-44.87;-;-0.45
2025.07.18 01:08;NZDUSD;10.24;0;0.10
2025.07.18 01:08;AUDUSD;-59.11;0;-0.59
2025.07.18 01:08;TOTAL;-48.87;-;-0.49
2025.07.18 01:09;NZDUSD;16.24;0;0.16
2025.07.18 01:09;AUDUSD;-59.11;0;-0.59
2025.07.18 01:09;TOTAL;-42.87;-;-0.43
2025.07.18 01:10;NZDUSD;14.24;0;0.14
2025.07.18 01:10;AUDUSD;-59.11;0;-0.59
2025.07.18 01:10;TOTAL;-44.87;-;-0.45
2025.07.18 01:11;NZDUSD;13.24;0;0.13
2025.07.18 01:11;AUDUSD;-60.11;0;-0.60
2025.07.18 01:11;TOTAL;-46.87;-;-0.47
2025.07.18 01:12;NZDUSD;7.24;0;0.07
2025.07.18 01:12;AUDUSD;-60.11;0;-0.60
2025.07.18 01:12;TOTAL;-52.87;-;-0.53
2025.07.18 01:13;NZDUSD;8.24;0;0.08
2025.07.18 01:13;AUDUSD;-62.11;0;-0.62
2025.07.18 01:13;TOTAL;-53.87;-;-0.54
2025.07.18 01:14;NZDUSD;3.24;0;0.03
2025.07.18 01:14;AUDUSD;-54.11;0;-0.54
2025.07.18 01:14;TOTAL;-50.87;-;-0.51
2025.07.18 01:15;NZDUSD;3.24;0;0.03
2025.07.18 01:15;AUDUSD;-50.11;0;-0.50
2025.07.18 01:15;TOTAL;-46.87;-;-0.47
2025.07.18 01:16;NZDUSD;3.24;0;0.03
2025.07.18 01:16;AUDUSD;-53.11;0;-0.53
2025.07.18 01:16;TOTAL;-49.87;-;-0.50
2025.07.18 01:17;NZDUSD;8.24;0;0.08
2025.07.18 01:17;AUDUSD;-60.11;0;-0.60
2025.07.18 01:17;TOTAL;-51.87;-;-0.52
2025.07.18 01:18;NZDUSD;8.24;0;0.08
2025.07.18 01:18;AUDUSD;-59.11;0;-0.59
2025.07.18 01:18;TOTAL;-50.87;-;-0.51
2025.07.18 01:19;NZDUSD;7.24;0;0.07
2025.07.18 01:19;AUDUSD;-56.11;0;-0.56
2025.07.18 01:19;TOTAL;-48.87;-;-0.49
2025.07.18 01:20;NZDUSD;8.24;0;0.08
2025.07.18 01:20;AUDUSD;-59.11;0;-0.59
2025.07.18 01:20;TOTAL;-50.87;-;-0.51
2025.07.18 01:21;NZDUSD;7.24;0;0.07
2025.07.18 01:21;AUDUSD;-59.11;0;-0.59
2025.07.18 01:21;TOTAL;-51.87;-;-0.52
2025.07.18 01:22;NZDUSD;9.24;0;0.09
2025.07.18 01:22;AUDUSD;-59.11;0;-0.59
2025.07.18 01:22;TOTAL;-49.87;-;-0.50
2025.07.18 01:23;NZDUSD;7.24;0;0.07
2025.07.18 01:23;AUDUSD;-59.11;0;-0.59
2025.07.18 01:23;TOTAL;-51.87;-;-0.52
2025.07.18 01:24;NZDUSD;7.24;0;0.07
2025.07.18 01:24;AUDUSD;-59.11;0;-0.59
2025.07.18 01:24;TOTAL;-51.87;-;-0.52
2025.07.18 01:25;NZDUSD;7.24;0;0.07
2025.07.18 01:25;AUDUSD;-60.11;0;-0.60
2025.07.18 01:25;TOTAL;-52.87;-;-0.53
2025.07.18 01:26;NZDUSD;5.24;0;0.05
2025.07.18 01:26;AUDUSD;-59.11;0;-0.59
2025.07.18 01:26;TOTAL;-53.87;-;-0.54
2025.07.18 01:27;NZDUSD;7.24;0;0.07
2025.07.18 01:27;AUDUSD;-59.11;0;-0.59
2025.07.18 01:27;TOTAL;-51.87;-;-0.52
2025.07.18 01:28;NZDUSD;10.24;0;0.10
2025.07.18 01:28;AUDUSD;-62.11;0;-0.62
2025.07.18 01:28;TOTAL;-51.87;-;-0.52
2025.07.18 01:29;NZDUSD;12.24;0;0.12
2025.07.18 01:29;AUDUSD;-62.11;0;-0.62
2025.07.18 01:29;TOTAL;-49.87;-;-0.50
2025.07.18 01:30;NZDUSD;17.24;0;0.17
2025.07.18 01:30;AUDUSD;-64.11;0;-0.64
2025.07.18 01:30;TOTAL;-46.87;-;-0.47
2025.07.18 01:31;NZDUSD;3.24;0;0.03
2025.07.18 01:31;AUDUSD;-58.11;0;-0.58
2025.07.18 01:31;TOTAL;-54.87;-;-0.55
2025.07.18 01:32;NZDUSD;4.24;0;0.04
2025.07.18 01:32;AUDUSD;-62.11;0;-0.62
2025.07.18 01:32;TOTAL;-57.87;-;-0.58
2025.07.18 01:33;NZDUSD;5.24;0;0.05
2025.07.18 01:33;AUDUSD;-67.11;0;-0.67
2025.07.18 01:33;TOTAL;-61.87;-;-0.62
2025.07.18 01:34;NZDUSD;10.24;0;0.10
2025.07.18 01:34;AUDUSD;-71.11;0;-0.71
2025.07.18 01:34;TOTAL;-60.87;-;-0.61
2025.07.18 01:35;NZDUSD;34.24;0;0.34
2025.07.18 01:35;AUDUSD;-93.11;0;-0.93
2025.07.18 01:35;TOTAL;-58.87;-;-0.59
2025.07.18 01:36;NZDUSD;40.24;0;0.40
2025.07.18 01:36;AUDUSD;-99.11;0;-0.99
2025.07.18 01:36;TOTAL;-58.87;-;-0.59
2025.07.18 01:37;NZDUSD;39.24;0;0.39
2025.07.18 01:37;AUDUSD;-99.11;0;-0.99
2025.07.18 01:37;TOTAL;-59.87;-;-0.60
2025.07.18 01:38;NZDUSD;44.24;0;0.44
2025.07.18 01:38;AUDUSD;-102.11;0;-1.02
2025.07.18 01:38;TOTAL;-57.87;-;-0.58
2025.07.18 01:39;NZDUSD;49.24;0;0.49
2025.07.18 01:39;AUDUSD;-107.11;0;-1.07
2025.07.18 01:39;TOTAL;-57.87;-;-0.58
2025.07.18 01:40;NZDUSD;52.24;0;0.52
2025.07.18 01:40;AUDUSD;-107.11;0;-1.07
2025.07.18 01:40;TOTAL;-54.87;-;-0.55
2025.07.18 01:41;NZDUSD;61.24;0;0.61
2025.07.18 01:41;AUDUSD;-111.11;0;-1.11
2025.07.18 01:41;TOTAL;-49.87;-;-0.50
2025.07.18 01:42;NZDUSD;52.24;0;0.52
2025.07.18 01:42;AUDUSD;-111.11;0;-1.11
2025.07.18 01:42;TOTAL;-58.87;-;-0.59
2025.07.18 01:43;NZDUSD;58.24;0;0.58
2025.07.18 01:43;AUDUSD;-107.11;0;-1.07
2025.07.18 01:43;TOTAL;-48.87;-;-0.49
2025.07.18 01:44;NZDUSD;64.24;0;0.64
2025.07.18 01:44;AUDUSD;-107.11;0;-1.07
2025.07.18 01:44;TOTAL;-42.87;-;-0.43
2025.07.18 01:45;NZDUSD;61.24;0;0.61
2025.07.18 01:45;AUDUSD;-94.11;0;-0.94
2025.07.18 01:45;TOTAL;-32.87;-;-0.33
2025.07.18 01:46;NZDUSD;70.24;0;0.70
2025.07.18 01:46;AUDUSD;-103.11;0;-1.03
2025.07.18 01:46;TOTAL;-32.87;-;-0.33
2025.07.18 01:47;NZDUSD;83.24;0;0.83
2025.07.18 01:47;AUDUSD;-116.11;0;-1.16
2025.07.18 01:47;TOTAL;-32.87;-;-0.33
2025.07.18 01:48;NZDUSD;88.24;0;0.88
2025.07.18 01:48;AUDUSD;-109.11;0;-1.09
2025.07.18 01:48;TOTAL;-20.87;-;-0.21
2025.07.18 01:49;NZDUSD;84.24;0;0.84
2025.07.18 01:49;AUDUSD;-102.11;0;-1.02
2025.07.18 01:49;TOTAL;-17.87;-;-0.18
2025.07.18 01:50;NZDUSD;86.24;0;0.86
2025.07.18 01:50;AUDUSD;-102.11;0;-1.02
2025.07.18 01:50;TOTAL;-15.87;-;-0.16
2025.07.18 01:51;NZDUSD;89.24;0;0.89
2025.07.18 01:51;AUDUSD;-116.11;0;-1.16
2025.07.18 01:51;TOTAL;-26.87;-;-0.27
2025.07.18 01:52;NZDUSD;78.24;0;0.78
2025.07.18 01:52;AUDUSD;-107.11;0;-1.07
2025.07.18 01:52;TOTAL;-28.87;-;-0.29
2025.07.18 01:53;NZDUSD;80.24;0;0.80
2025.07.18 01:53;AUDUSD;-107.11;0;-1.07
2025.07.18 01:53;TOTAL;-26.87;-;-0.27
2025.07.18 01:54;NZDUSD;83.24;0;0.83
2025.07.18 01:54;AUDUSD;-111.11;0;-1.11
2025.07.18 01:54;TOTAL;-27.87;-;-0.28
2025.07.18 01:55;NZDUSD;83.24;0;0.83
2025.07.18 01:55;AUDUSD;-116.11;0;-1.16
2025.07.18 01:55;TOTAL;-32.87;-;-0.33
2025.07.18 01:56;NZDUSD;84.24;0;0.84
2025.07.18 01:56;AUDUSD;-116.11;0;-1.16
2025.07.18 01:56;TOTAL;-31.87;-;-0.32
2025.07.18 01:57;NZDUSD;84.24;0;0.84
2025.07.18 01:57;AUDUSD;-112.11;0;-1.12
2025.07.18 01:57;TOTAL;-27.87;-;-0.28
2025.07.18 01:58;NZDUSD;78.24;0;0.78
2025.07.18 01:58;AUDUSD;-106.11;0;-1.06
2025.07.18 01:58;TOTAL;-27.87;-;-0.28
2025.07.18 01:59;NZDUSD;80.24;0;0.80
2025.07.18 01:59;AUDUSD;-111.11;0;-1.11
2025.07.18 01:59;TOTAL;-30.87;-;-0.31
2025.07.18 02:00;NZDUSD;83.24;0;0.83
2025.07.18 02:00;AUDUSD;-112.11;0;-1.12
2025.07.18 02:00;TOTAL;-28.87;-;-0.29
2025.07.18 02:01;NZDUSD;78.24;0;0.78
2025.07.18 02:01;AUDUSD;-107.11;0;-1.07
2025.07.18 02:01;TOTAL;-28.87;-;-0.29
2025.07.18 02:02;NZDUSD;87.24;0;0.87
2025.07.18 02:02;AUDUSD;-109.11;0;-1.09
2025.07.18 02:02;TOTAL;-21.87;-;-0.22
2025.07.18 02:03;NZDUSD;89.24;0;0.89
2025.07.18 02:03;AUDUSD;-120.11;0;-1.20
2025.07.18 02:03;TOTAL;-30.87;-;-0.31
2025.07.18 02:04;NZDUSD;97.24;0;0.97
2025.07.18 02:04;AUDUSD;-117.11;0;-1.17
2025.07.18 02:04;TOTAL;-19.87;-;-0.20
2025.07.18 02:05;NZDUSD;97.24;0;0.97
2025.07.18 02:05;AUDUSD;-121.11;0;-1.21
2025.07.18 02:05;TOTAL;-23.87;-;-0.24
2025.07.18 02:06;NZDUSD;92.24;0;0.92
2025.07.18 02:06;AUDUSD;-116.11;0;-1.16
2025.07.18 02:06;TOTAL;-23.87;-;-0.24
2025.07.18 02:07;NZDUSD;95.24;0;0.95
2025.07.18 02:07;AUDUSD;-120.11;0;-1.20
2025.07.18 02:07;TOTAL;-24.87;-;-0.25
2025.07.18 02:08;NZDUSD;96.24;0;0.96
2025.07.18 02:08;AUDUSD;-120.11;0;-1.20
2025.07.18 02:08;TOTAL;-23.87;-;-0.24
2025.07.18 02:09;NZDUSD;100.24;0;1.00
2025.07.18 02:09;AUDUSD;-120.11;0;-1.20
2025.07.18 02:09;TOTAL;-19.87;-;-0.20
2025.07.18 02:10;NZDUSD;92.24;0;0.92
2025.07.18 02:10;AUDUSD;-116.11;0;-1.16
2025.07.18 02:10;TOTAL;-23.87;-;-0.24
2025.07.18 02:11;NZDUSD;96.24;0;0.96
2025.07.18 02:11;AUDUSD;-120.11;0;-1.20
2025.07.18 02:11;TOTAL;-23.87;-;-0.24
2025.07.18 02:12;NZDUSD;93.24;0;0.93
2025.07.18 02:12;AUDUSD;-120.11;0;-1.20
2025.07.18 02:12;TOTAL;-26.87;-;-0.27
2025.07.18 02:13;NZDUSD;92.24;0;0.92
2025.07.18 02:13;AUDUSD;-121.11;0;-1.21
2025.07.18 02:13;TOTAL;-28.87;-;-0.29
2025.07.18 02:14;NZDUSD;84.24;0;0.84
2025.07.18 02:14;AUDUSD;-113.11;0;-1.13
2025.07.18 02:14;TOTAL;-28.87;-;-0.29
2025.07.18 02:15;NZDUSD;87.24;0;0.87
2025.07.18 02:15;AUDUSD;-116.11;0;-1.16
2025.07.18 02:15;TOTAL;-28.87;-;-0.29
2025.07.18 02:16;NZDUSD;91.24;0;0.91
2025.07.18 02:16;AUDUSD;-120.11;0;-1.20
2025.07.18 02:16;TOTAL;-28.87;-;-0.29
2025.07.18 02:17;NZDUSD;86.24;0;0.86
2025.07.18 02:17;AUDUSD;-115.11;0;-1.15
2025.07.18 02:17;TOTAL;-28.87;-;-0.29
2025.07.18 02:18;NZDUSD;95.24;0;0.95
2025.07.18 02:18;AUDUSD;-125.11;0;-1.25
2025.07.18 02:18;TOTAL;-29.87;-;-0.30
2025.07.18 02:19;NZDUSD;96.24;0;0.96
2025.07.18 02:19;AUDUSD;-125.11;0;-1.25
2025.07.18 02:19;TOTAL;-28.87;-;-0.29
2025.07.18 02:20;NZDUSD;96.24;0;0.96
2025.07.18 02:20;AUDUSD;-125.11;0;-1.25
2025.07.18 02:20;TOTAL;-28.87;-;-0.29
2025.07.18 02:21;NZDUSD;95.24;0;0.95
2025.07.18 02:21;AUDUSD;-121.11;0;-1.21
2025.07.18 02:21;TOTAL;-25.87;-;-0.26
2025.07.18 02:22;NZDUSD;93.24;0;0.93
2025.07.18 02:22;AUDUSD;-122.11;0;-1.22
2025.07.18 02:22;TOTAL;-28.87;-;-0.29
2025.07.18 02:23;NZDUSD;95.24;0;0.95
2025.07.18 02:23;AUDUSD;-124.11;0;-1.24
2025.07.18 02:23;TOTAL;-28.87;-;-0.29
2025.07.18 02:24;NZDUSD;87.24;0;0.87
2025.07.18 02:24;AUDUSD;-121.11;0;-1.21
2025.07.18 02:24;TOTAL;-33.87;-;-0.34
2025.07.18 02:25;NZDUSD;96.24;0;0.96
2025.07.18 02:25;AUDUSD;-132.11;0;-1.32
2025.07.18 02:25;TOTAL;-35.87;-;-0.36
2025.07.18 02:26;NZDUSD;96.24;0;0.96
2025.07.18 02:26;AUDUSD;-129.11;0;-1.29
2025.07.18 02:26;TOTAL;-32.87;-;-0.33
2025.07.18 02:27;NZDUSD;96.24;0;0.96
2025.07.18 02:27;AUDUSD;-129.11;0;-1.29
2025.07.18 02:27;TOTAL;-32.87;-;-0.33
2025.07.18 02:28;NZDUSD;96.24;0;0.96
2025.07.18 02:28;AUDUSD;-129.11;0;-1.29
2025.07.18 02:28;TOTAL;-32.87;-;-0.33
2025.07.18 02:29;NZDUSD;101.24;0;1.01
2025.07.18 02:29;AUDUSD;-132.11;0;-1.32
2025.07.18 02:29;TOTAL;-30.87;-;-0.31
2025.07.18 02:30;NZDUSD;102.24;0;1.02
2025.07.18 02:30;AUDUSD;-130.11;0;-1.30
2025.07.18 02:30;TOTAL;-27.87;-;-0.28
2025.07.18 02:31;NZDUSD;101.24;0;1.01
2025.07.18 02:31;AUDUSD;-132.11;0;-1.32
2025.07.18 02:31;TOTAL;-30.87;-;-0.31
2025.07.18 02:32;NZDUSD;101.24;0;1.01
2025.07.18 02:32;AUDUSD;-134.11;0;-1.34
2025.07.18 02:32;TOTAL;-32.87;-;-0.33
2025.07.18 02:33;NZDUSD;114.24;0;1.14
2025.07.18 02:33;AUDUSD;-144.11;0;-1.44
2025.07.18 02:33;TOTAL;-29.87;-;-0.30
2025.07.18 02:34;NZDUSD;109.24;0;1.09
2025.07.18 02:34;AUDUSD;-138.11;0;-1.38
2025.07.18 02:34;TOTAL;-28.87;-;-0.29
2025.07.18 02:35;NZDUSD;105.24;0;1.05
2025.07.18 02:35;AUDUSD;-130.11;0;-1.30
2025.07.18 02:35;TOTAL;-24.87;-;-0.25
2025.07.18 02:36;NZDUSD;109.24;0;1.09
2025.07.18 02:36;AUDUSD;-133.11;0;-1.33
2025.07.18 02:36;TOTAL;-23.87;-;-0.24
2025.07.18 02:37;NZDUSD;105.24;0;1.05
2025.07.18 02:37;AUDUSD;-129.11;0;-1.29
2025.07.18 02:37;TOTAL;-23.87;-;-0.24
2025.07.18 02:38;NZDUSD;109.24;0;1.09
2025.07.18 02:38;AUDUSD;-132.11;0;-1.32
2025.07.18 02:38;TOTAL;-22.87;-;-0.23
2025.07.18 02:39;NZDUSD;110.24;0;1.10
2025.07.18 02:39;AUDUSD;-137.11;0;-1.37
2025.07.18 02:39;TOTAL;-26.87;-;-0.27
2025.07.18 02:40;NZDUSD;109.24;0;1.09
2025.07.18 02:40;AUDUSD;-134.11;0;-1.34
2025.07.18 02:40;TOTAL;-24.87;-;-0.25
2025.07.18 02:41;NZDUSD;109.24;0;1.09
2025.07.18 02:41;AUDUSD;-132.11;0;-1.32
2025.07.18 02:41;TOTAL;-22.87;-;-0.23
2025.07.18 02:42;NZDUSD;109.24;0;1.09
2025.07.18 02:42;AUDUSD;-133.11;0;-1.33
2025.07.18 02:42;TOTAL;-23.87;-;-0.24
2025.07.18 02:43;NZDUSD;104.24;0;1.04
2025.07.18 02:43;AUDUSD;-129.11;0;-1.29
2025.07.18 02:43;TOTAL;-24.87;-;-0.25
2025.07.18 02:44;NZDUSD;104.24;0;1.04
2025.07.18 02:44;AUDUSD;-125.11;0;-1.25
2025.07.18 02:44;TOTAL;-20.87;-;-0.21
2025.07.18 02:45;NZDUSD;105.24;0;1.05
2025.07.18 02:45;AUDUSD;-125.11;0;-1.25
2025.07.18 02:45;TOTAL;-19.87;-;-0.20
2025.07.18 02:46;NZDUSD;104.24;0;1.04
2025.07.18 02:46;AUDUSD;-125.11;0;-1.25
2025.07.18 02:46;TOTAL;-20.87;-;-0.21
2025.07.18 02:47;NZDUSD;105.24;0;1.05
2025.07.18 02:47;AUDUSD;-130.11;0;-1.30
2025.07.18 02:47;TOTAL;-24.87;-;-0.25
2025.07.18 02:48;NZDUSD;111.24;0;1.11
2025.07.18 02:48;AUDUSD;-135.11;0;-1.35
2025.07.18 02:48;TOTAL;-23.87;-;-0.24
2025.07.18 02:49;NZDUSD;109.24;0;1.09
2025.07.18 02:49;AUDUSD;-130.11;0;-1.30
2025.07.18 02:49;TOTAL;-20.87;-;-0.21
2025.07.18 02:50;NZDUSD;106.24;0;1.06
2025.07.18 02:50;AUDUSD;-129.11;0;-1.29
2025.07.18 02:50;TOTAL;-22.87;-;-0.23
2025.07.18 02:51;NZDUSD;104.24;0;1.04
2025.07.18 02:51;AUDUSD;-121.11;0;-1.21
2025.07.18 02:51;TOTAL;-16.87;-;-0.17
2025.07.18 02:52;NZDUSD;106.24;0;1.06
2025.07.18 02:52;AUDUSD;-129.11;0;-1.29
2025.07.18 02:52;TOTAL;-22.87;-;-0.23
2025.07.18 02:53;NZDUSD;105.24;0;1.05
2025.07.18 02:53;AUDUSD;-129.11;0;-1.29
2025.07.18 02:53;TOTAL;-23.87;-;-0.24
2025.07.18 02:54;NZDUSD;105.24;0;1.05
2025.07.18 02:54;AUDUSD;-129.11;0;-1.29
2025.07.18 02:54;TOTAL;-23.87;-;-0.24
2025.07.18 02:55;NZDUSD;105.24;0;1.05
2025.07.18 02:55;AUDUSD;-130.11;0;-1.30
2025.07.18 02:55;TOTAL;-24.87;-;-0.25
2025.07.18 02:56;NZDUSD;109.24;0;1.09
2025.07.18 02:56;AUDUSD;-132.11;0;-1.32
2025.07.18 02:56;TOTAL;-22.87;-;-0.23
2025.07.18 02:57;NZDUSD;104.24;0;1.04
2025.07.18 02:57;AUDUSD;-128.11;0;-1.28
2025.07.18 02:57;TOTAL;-23.87;-;-0.24
2025.07.18 02:58;NZDUSD;104.24;0;1.04
2025.07.18 02:58;AUDUSD;-125.11;0;-1.25
2025.07.18 02:58;TOTAL;-20.87;-;-0.21
2025.07.18 02:59;NZDUSD;104.24;0;1.04
2025.07.18 02:59;AUDUSD;-126.11;0;-1.26
2025.07.18 02:59;TOTAL;-21.87;-;-0.22
2025.07.18 03:00;NZDUSD;126.24;0;1.26
2025.07.18 03:00;AUDUSD;-132.11;0;-1.32
2025.07.18 03:00;TOTAL;-5.87;-;-0.06
2025.07.18 03:01;NZDUSD;131.24;0;1.31
2025.07.18 03:01;AUDUSD;-130.11;0;-1.30
2025.07.18 03:01;TOTAL;1.13;-;0.01
2025.07.18 03:02;NZDUSD;127.24;0;1.27
2025.07.18 03:02;AUDUSD;-130.11;0;-1.30
2025.07.18 03:02;TOTAL;-2.87;-;-0.03
2025.07.18 03:03;NZDUSD;123.24;0;1.23
2025.07.18 03:03;AUDUSD;-135.11;0;-1.35
2025.07.18 03:03;TOTAL;-11.87;-;-0.12
2025.07.18 03:04;NZDUSD;132.24;0;1.32
2025.07.18 03:04;AUDUSD;-146.11;0;-1.46
2025.07.18 03:04;TOTAL;-13.87;-;-0.14
2025.07.18 03:05;NZDUSD;132.24;0;1.32
2025.07.18 03:05;AUDUSD;-142.11;0;-1.42
2025.07.18 03:05;TOTAL;-9.87;-;-0.10
2025.07.18 03:06;NZDUSD;144.24;0;1.44
2025.07.18 03:06;AUDUSD;-151.11;0;-1.51
2025.07.18 03:06;TOTAL;-6.87;-;-0.07
2025.07.18 03:07;NZDUSD;131.24;0;1.31
2025.07.18 03:07;AUDUSD;-138.11;0;-1.38
2025.07.18 03:07;TOTAL;-6.87;-;-0.07
2025.07.18 03:08;NZDUSD;122.24;0;1.22
2025.07.18 03:08;AUDUSD;-130.11;0;-1.30
2025.07.18 03:08;TOTAL;-7.87;-;-0.08
2025.07.18 03:09;NZDUSD;126.24;0;1.26
2025.07.18 03:09;AUDUSD;-134.11;0;-1.34
2025.07.18 03:09;TOTAL;-7.87;-;-0.08
2025.07.18 03:10;NZDUSD;124.24;0;1.24
2025.07.18 03:10;AUDUSD;-134.11;0;-1.34
2025.07.18 03:10;TOTAL;-9.87;-;-0.10
2025.07.18 03:11;NZDUSD;123.24;0;1.23
2025.07.18 03:11;AUDUSD;-137.11;0;-1.37
